date,product,region,channel,units_sold,unit_price,discount_rate,marketing_spend,customer_age,repeat_customer,returned,revenue
2023-02-02,Delta,LATAM,Wholesale,64,9.912280295670694,0.14490965374632678,94.25789518976657,28.759585601207895,0,0,542.457292172065
2023-10-10,Gamma,NA,Wholesale,168,104.03716868510467,0.19967820353095697,2275.1088029159396,35.75791549964353,1,0,13988.219908591462
2023-08-27,Gamma,EU,Wholesale,8,142.82195912139238,0.00022480629495580382,3090.369191220444,43.97361459020024,1,0,1142.3188147673918
2023-06-10,Delta,EU,Wholesale,89,125.22682110013379,0.22570559013725178,2301.9779354651173,34.868885690033295,0,0,8629.656051301727
2023-06-08,Alpha,LATAM,Wholesale,160,45.19373033052827,0.25136152724477784,653.2262801285116,31.833771949381422,1,0,5413.402440441288
2023-11-10,Delta,NA,Retail,190,12.732137315334395,0.1984882779210773,1987.370418453241,32.49217465822227,0,1,1938.9418880182068
2023-02-01,Delta,EU,Retail,51,141.35095481803617,0.1737955859652656,2058.2784756486803,44.92476613583053,0,0,5956.023922732976
2023-09-12,Gamma,NA,Retail,130,140.8740951075567,0.2834777657990979,938.5796122487939,47.25161455099856,1,0,13122.124777774598
2023-03-15,Gamma,LATAM,Retail,38,82.20022135836606,0.23848045100783463,3781.5355723547673,28.328494862316298,0,0,2378.688868843405
2023-02-04,Gamma,APAC,Wholesale,24,98.13602469237259,0.09732591390200804,1607.003400712384,28.3141214255251,0,0,2126.0363136594574
2023-07-12,Beta,EU,Retail,71,72.0770088030672,0.335675668327995,2944.936452843081,38.79358919667112,1,0,3399.658259843053
2023-12-23,Delta,EU,Retail,177,65.86597822932,0.24754351796836926,2578.6509047938375,50.27532064757255,0,0,8772.34696072908
2023-09-26,Alpha,NA,Online,138,22.320023209661553,0.3457786251193486,4387.135396081943,46.4599030831256,1,0,2015.1086054798104
2023-10-05,Beta,LATAM,Wholesale,98,19.02917026235892,0.3399414606941039,610.074659314191,22.481477878200884,0,0,1230.915900102431
2023-09-19,Gamma,APAC,Retail,57,38.74616126804718,0.32161840298353145,571.3150412673007,32.35924030008138,1,0,1498.226917278703
2023-10-14,Delta,EU,Retail,29,126.31290822894893,0.2643800394288576,1501.5983456150789,25.693964453104876,0,0,2694.6306005591664
2023-07-07,Beta,EU,Retail,54,26.145683606673597,0.21330027897393858,2156.074840629175,32.324874780847416,0,0,1110.7153079679124
2023-02-16,Beta,APAC,Online,31,37.87130452763306,0.060259732289023475,1492.7112437606977,51.04409996035354,0,0,1103.2648855162158
2023-11-03,Alpha,APAC,Retail,38,84.54903860172008,0.19017299609831517,3815.935411976219,20.773993512169827,1,0,2601.8635953167573
2023-06-14,Alpha,EU,Wholesale,137,36.194026621349785,0.26788178283801456,1226.3292155464983,18.8113470671981,0,0,3630.2679551452384
2023-07-02,Alpha,EU,Retail,27,28.664969284079127,0.18230000554694872,423.8737138612236,26.714458465663977,1,0,632.8623210638865
2023-05-16,Alpha,APAC,Online,10,86.68085504620453,0.3038836949419802,2068.9990494207377,37.87310602575993,0,0,603.3995653403371
2023-03-08,Delta,APAC,Retail,108,58.373524294509245,0.03837956471709439,3866.89644069242,41.207548206407566,0,0,6062.38277483699
2023-12-05,Delta,APAC,Online,58,95.79309644686803,0.13332912181702192,4252.809717933706,39.37448434861533,0,0,4815.223047245483
2023-10-13,Delta,NA,Retail,91,137.26977435925807,0.17708754650778002,3666.724241816754,46.756854032310166,0,0,10279.451619555344
2023-08-24,Alpha,EU,Retail,28,26.89400405808481,0.1513138535541878,2789.4333924987204,18.0,1,0,639.0879226635129
2023-05-27,Alpha,APAC,Online,42,137.44788067289426,0.03800529173754358,3620.9585087458836,46.88336538358937,0,0,5553.4136225069815
2023-10-28,Beta,LATAM,Wholesale,88,135.8610452763232,0.053734902915620684,3406.9476765193067,31.879046799537086,1,0,11313.329737457902
2023-07-19,Gamma,APAC,Online,138,125.21769958370591,0.29316605249942046,1171.8331624753043,42.31494309804867,0,0,12214.12068332957
2023-06-11,Beta,EU,Wholesale,83,96.53645800938236,0.16953449072050783,2753.794461015969,21.765745732367957,0,0,6654.126497478403
2023-06-14,Beta,APAC,Wholesale,108,94.92126533250438,0.017052849363454674,3853.04666319216,35.0495669700907,1,0,10076.679427687272
2023-03-24,Alpha,NA,Online,104,97.68583569079273,0.00577194064217747,1585.603309375691,37.36270770589014,1,1,10100.687879942812
2023-02-03,Gamma,NA,Retail,54,105.12185492658291,0.1657163906980143,3269.865733584657,46.55751037498418,1,0,4735.877789412143
2023-07-22,Beta,APAC,Online,56,7.3899190864427675,0.057532554073555287,2407.4021375939924,19.147453773922347,0,0,390.02645735215685
2023-11-21,Alpha,LATAM,Online,85,143.9234239782942,0.24679408109972764,2515.7942547251,35.30752548534904,1,0,9214.33785875179
2023-01-24,Gamma,LATAM,Wholesale,7,89.91254541250908,0.27836321188471297,450.27518891079865,24.14764708857857,1,0,454.1894033792705
2023-11-10,Delta,APAC,Wholesale,137,118.31254671335114,0.07990384795998695,3331.085826526899,40.05496044208275,0,0,14913.671898754188
2023-10-30,Alpha,NA,Online,123,59.70586666389766,0.20726193070862325,4328.4351767726,42.77216536456126,1,1,5821.726956134313
2023-04-12,Beta,LATAM,Online,61,6.797596017790414,0.0540556252198851,707.156440129314,47.871702425080876,0,0,392.2390106184497
2023-08-19,Delta,EU,Online,75,78.91152568208437,0.10625392805803545,1830.5283110822468,29.649705456916255,1,0,5289.514958198277
2023-03-02,Gamma,EU,Retail,66,78.5425673008097,0.31107842296350163,243.33727420417506,44.2722648568879,1,0,3571.2381757383623
2023-10-04,Delta,LATAM,Online,130,68.3634468051605,0.19043433201880877,148.15942988195553,48.609015874770535,1,0,7194.810932181132
2023-09-13,Beta,APAC,Online,152,54.25897285350113,0.31006104330047,4948.2924833587185,18.56753030144533,1,0,5690.177626564168
2023-05-10,Beta,APAC,Retail,22,41.22478273240969,0.07883673146282744,2467.3575415319233,41.1234492009845,1,0,835.4446233434686
2023-01-25,Gamma,EU,Online,83,81.4940068020915,0.1155085201370331,1777.5950931762318,44.58511253780106,1,0,5982.702638136603
2023-12-21,Alpha,LATAM,Wholesale,3,59.41533025555665,0.16483324845988595,1374.3853831250947,32.41273613612562,0,0,148.86512508364888
2023-06-12,Alpha,EU,Wholesale,90,145.64012304222226,0.16802802631809,4900.063224724796,22.892264224748914,0,0,10905.165055324247
2023-11-22,Gamma,APAC,Wholesale,50,30.07445962620506,0.3491767885142951,1261.2539276084183,44.42955756109663,0,0,978.6578198811974
2023-09-05,Gamma,LATAM,Online,67,51.35150730592761,0.040055861639895524,3628.5419786887164,23.00491172442243,0,0,3302.7367550968465
2023-10-12,Alpha,APAC,Wholesale,91,47.624268284062794,0.2981877624605567,1418.790479029669,33.216485654890974,1,1,3041.519779991134
2023-10-05,Gamma,NA,Wholesale,65,83.77983055421376,0.30228871379765454,352.44752678459554,34.59875942196671,1,0,3799.518666696678
2023-03-13,Beta,EU,Online,79,77.39563726125145,0.19361952103822558,3416.3830725897064,42.155380517039994,0,0,4930.416152498096
2023-05-13,Gamma,EU,Wholesale,153,98.3423674865196,0.1204130088907038,8.154238149324367,28.733684404874673,0,0,13234.602068752965
2023-06-20,Delta,LATAM,Retail,162,142.75025673326013,0.18172913650090367,3378.7425578028474,28.15416311172145,1,0,18922.956886378477
2023-07-01,Alpha,APAC,Wholesale,2,46.35705739661077,0.10236369668229733,1251.8829949491155,35.98915478763111,0,0,83.22355526836051
2023-01-16,Delta,EU,Retail,76,105.4518775419745,0.2796876069539788,3730.5211603575062,45.06390477619749,1,0,5772.830364022628
2023-07-19,Beta,APAC,Wholesale,169,8.630829435751624,0.17439770554861553,3848.750836753247,57.87450000653147,1,0,1204.2319068945899
2023-02-26,Delta,APAC,Online,106,43.046328546375555,0.3240447626071077,3620.5361940876896,19.925188002212256,0,0,3084.3234705345194
2023-09-29,Beta,EU,Retail,41,72.23936055950595,0.2179419705246153,122.41720733805195,38.15342017786578,0,0,2316.310250758891
2023-09-07,Beta,EU,Online,119,9.494244329764497,0.18001176659013918,3518.683098218842,24.13464973765708,0,0,926.4350676274962
2023-12-03,Delta,LATAM,Online,29,94.56207178027765,0.24887427389217828,4950.728070278816,45.18811243206743,0,0,2059.812140018409
2023-09-29,Gamma,APAC,Online,5,103.35503821824769,0.176376537550582,1213.1268426281144,25.61455452690767,0,0,425.6281721945254
2023-05-14,Alpha,NA,Retail,126,113.27609865151676,0.3165772226468065,1371.1928611266926,28.25351781817676,0,1,9754.348709467395
2023-12-20,Gamma,APAC,Online,103,79.90330320223678,0.06455608631039444,4067.6327479026972,29.107291409360037,0,1,7698.74104241544
2023-05-30,Delta,APAC,Wholesale,151,92.57197642190086,0.340672039311067,801.9840252804028,34.23801061280196,0,0,9216.32915711058
2023-04-29,Beta,APAC,Retail,69,62.42946143538065,0.2842666931479172,3302.918377522758,38.23197596858707,0,0,3083.11629659163
2023-11-27,Delta,APAC,Wholesale,171,10.981689713451567,0.30125667665270434,3775.1318875028924,39.837013936085135,1,0,1312.148384645159
2023-05-16,Gamma,LATAM,Wholesale,84,19.49301908730439,0.1690177413298749,185.80330909678588,34.942324538172166,0,1,1360.6616544753172
2023-01-28,Beta,EU,Online,147,99.9744090092123,0.29302054226815905,2768.810471326131,21.701089775594188,1,0,10389.938459853944
2023-06-21,Alpha,EU,Online,20,149.35551843993755,0.1073709292520218,2879.3862926794145,42.27786150310189,0,0,2666.3815527224797
2023-10-18,Gamma,NA,Retail,20,7.291469678677946,0.2666818624974613,1517.214486958971,34.47041336336972,0,0,106.93933928848692
2023-03-11,Alpha,APAC,Retail,156,85.8496070398255,0.04915755543615792,4381.723346987586,46.61734790014699,0,0,12734.194234724493
2023-06-18,Delta,EU,Online,166,113.89626916797089,0.10746817058687803,813.7485964992819,27.922612205200632,1,0,16874.903550313855
2023-02-17,Gamma,EU,Wholesale,188,124.8823500620124,0.15600643217590648,1820.9735475293026,18.977252726490054,0,0,19815.181235173906
2023-09-08,Beta,APAC,Retail,65,84.05471067728281,0.11281190135019764,4243.343435736647,34.659739973169245,0,0,4847.202031641956
2023-06-23,Alpha,EU,Wholesale,5,94.88781712669524,0.13545599046846427,953.2137830299625,47.95952688284265,0,0,410.17346937204115
2023-05-01,Gamma,EU,Online,196,106.02511706481025,0.2870366606742943,4106.870681638375,36.60942136616051,1,0,14816.036216925493
2023-03-24,Alpha,EU,Wholesale,120,129.55010620554745,0.08983656224975864,395.3458868397786,33.00330200827143,0,0,14149.412402993992
2023-07-26,Beta,EU,Online,50,22.731982894408706,0.26084841025410027,2446.14533594995,26.29652982342567,0,0,840.1190647239398
2023-09-02,Delta,NA,Retail,153,139.2964184598552,0.025799224189078145,376.65331222851705,52.577664666808225,1,0,20762.509876484884
2023-12-10,Delta,LATAM,Retail,180,8.772523514977651,0.26800868763027125,3389.517925307571,24.70397405115221,0,0,1155.8539800941035
2023-06-09,Delta,NA,Wholesale,57,126.24896388887743,0.2772081349904205,3953.0074452780013,27.746057423717602,0,0,5201.34827169182
2023-02-28,Delta,EU,Online,154,16.127361851156103,0.1405945714258687,4249.292741234014,40.70034196084023,1,0,2134.4311178132875
2023-10-31,Gamma,APAC,Online,157,33.22109068271373,0.25286723810861467,4906.311253719944,18.0,0,0,3896.8287418667524
2023-08-18,Alpha,NA,Retail,100,5.564651225264229,0.32029844131078467,3360.078611497934,47.7459066538134,0,0,378.2302111373948
2023-09-13,Delta,APAC,Retail,126,69.5622223027259,0.28024954074408437,3845.3095692001016,41.241931142173556,0,0,6308.497622605382
2023-02-05,Delta,APAC,Online,54,53.48208787402188,0.13665627863893595,2528.791391606647,43.9923107181111,0,0,2493.3649376511444
2023-04-25,Delta,APAC,Online,185,29.068972165618963,0.16947472999802254,4563.68450590563,40.58117011949654,1,0,4466.365451958171
2023-10-08,Gamma,EU,Online,196,70.40807331656642,0.2727751406750319,3218.7919109973127,33.3887648254363,1,0,10035.690237744482
2023-10-31,Alpha,NA,Retail,196,63.34377805996666,0.10240810644719324,4417.757031256717,24.368512898445772,0,0,11143.944891952304
2023-06-08,Gamma,LATAM,Retail,147,116.31084974131753,0.2813589591081057,1177.2600850694043,33.599245587750396,0,0,12287.105268392806
2023-10-21,Beta,EU,Retail,9,134.5038943801547,0.1148248998963294,2483.6889035903214,25.247636882473653,1,0,1071.5354835505827
2023-11-04,Delta,LATAM,Wholesale,73,99.62225150622687,0.28209670383493834,3649.09460531902,39.861553100763835,1,0,5220.897419122469
2023-05-22,Beta,NA,Online,89,23.03950636534596,0.03038015517275317,1013.6087728134163,43.06779830548102,0,0,1988.2210702308173
2023-11-24,Beta,NA,Wholesale,192,47.831665232928344,0.015539053918706545,1056.6989663098914,49.768086311982074,1,0,9040.97403030765
2023-04-16,Alpha,LATAM,Wholesale,109,137.43115304068058,0.3491864065794378,4890.213702028187,38.717676405528636,0,0,9749.184818858685
2023-03-29,Delta,LATAM,Online,107,17.866501486143928,0.30430999313214113,2173.0518036860303,44.24575356595186,1,0,1329.9614799512087
2023-09-07,Delta,LATAM,Online,30,63.99409671166984,0.30899662621317137,909.0772646188583,32.02855262769858,0,0,1326.6041019061336
2023-08-21,Alpha,LATAM,Online,158,141.6631697888548,0.3329479816623161,1657.31940990753,30.217228619918053,0,0,14930.479126419596
2023-02-21,Beta,NA,Online,67,142.84640201307542,0.15341070829507072,1986.880741329628,39.736718908168015,1,0,8102.459698290755
2023-10-31,Beta,LATAM,Retail,19,64.6244606720894,0.10039244413805326,3115.4262873511057,31.135271272830913,1,0,1104.596409168182
2023-03-14,Beta,APAC,Online,197,101.77254877432561,0.045508748256266045,4615.0732952387625,37.69185788827658,0,0,19136.778472132984
2023-10-21,Delta,NA,Online,38,71.22811176132986,0.17542319673846257,4932.9503796104555,24.38807810664579,0,0,2231.85585054349
2023-01-03,Alpha,NA,Retail,4,114.25177821826955,0.07701691216681274,3258.4937945555625,26.183723175236988,1,0,421.80983620132366
2023-10-18,Beta,LATAM,Wholesale,16,9.579292950484785,0.3274427998587619,3499.6118039886237,41.3540930101829,0,0,103.08195913777195
2023-10-15,Alpha,EU,Online,91,25.902786593596975,0.0014011068549726834,1609.1458484829452,43.866900754060964,0,0,2353.850955978139
2023-10-12,Alpha,LATAM,Wholesale,21,94.05882651382188,0.05011885821009255,4285.792977243746,25.143438310333195,1,0,1876.238816011727
